ResponseID,Timestamp,Q1_Age,Q2_Gender,Q3_City,Q4_Occupation,Q5_Income,Q6_Education,Q7_Awareness,Q8_Purchase,Q9_Motivation,Q10_BrowseFrequency,Q12_BiggestConcern,Q13_AuthImportance,Q19_Mechanism,Q20_Community,Q25_Discovery,Q26_ShoppingTime,Q27_DecisionSpeed,Q28_Influence,Q29_MaxSpent,Q30_Sneakers_WTP,Q30_Watches_WTP,Q30_Cards_WTP,Q31_HobbySpending,Q32_IncomePercent,Q33_EMI,Q34_Likelihood,Q35_Recommend,Q36_When,Q37_OneFeature,Q38_Suggestions,Q11_Instagram_Facebook_Groups,Q11_OLX_Quikr,Q11_Retail_Stores,Q11_International_Platforms,Q11_Friends_Personal_Network,Q11_Local_Meetups_Events,Q11_Don't_buy_sell,Q11_Other,Q14_Limited_Edition_Sneakers,Q14_Luxury_Watches,Q14_Affordable_Fashion_Watches,Q14_Sports_Trading_Cards,Q14_Pokemon_Gaming_Cards,Q14_Streetwear,Q14_Collectible_Toys,Q14_Vintage_Items,Q14_Art_Prints_Posters,Q14_Comic_Books,Q14_None,Q15_Limited_edition_releases,Q15_Brand_collaborations,Q15_Resale_value_Investment,Q15_Personal_style_fashion,Q15_Rarity,Q15_Brand_loyalty,Q15_Not_interested,Q16_Luxury_1L+,Q16_Mid_range_20K_1L,Q16_Affordable_Below_20K,Q16_Vintage_watches,Q16_Smart_watches,Q16_Limited_editions,Q16_Not_interested,Q17_Cricket_cards,Q17_Football_Soccer_cards,Q17_Basketball_cards,Q17_Pokemon_cards,Q17_Other_gaming_cards,Q17_Not_interested,Q18_Brand_New_Deadstock,Q18_Gently_Used_9_10,Q18_Used_7-8_10,Q18_Vintage_Pre-owned,Q18_Only_Brand_New,Q21_Physical_authentication_centers,Q21_Money-back_guarantee,Q21_Verified_seller_badges,Q21_User_reviews_ratings,Q21_Partnership_with_brands,Q21_Insurance_on_items,Q21_Transparent_fee_structure,Q21_Celebrity_Influencer_endorsement,Q21_Video_proof_of_authentication,Q22_UPI,Q22_Credit_Debit_Card,Q22_Net_Banking,Q22_EMI_Options,Q22_Cash_on_Delivery,Q22_Digital_Wallets,Q22_Cryptocurrency,Q23_Price_history_tracking,Q23_Authentication_certificate,Q23_Seller_ratings,Q23_Real-time_bidding,Q23_Mobile_app,Q23_Wishlist_Save_items,Q23_Price_alerts,Q23_Video_authentication_proof,Q23_Community_forums,Q23_Return_Refund_policy,Q23_Secure_packaging,Q24_Storage_Vault_service,Q24_Authentication-only_service,Q24_Collectible_insurance,Q24_Market_value_appraisal,Q24_Cleaning_restoration_service,Q24_Consignment_selling,Q24_None
145,2024-01-07 00:00:00,23-27,Male,Chennai,Self-Employed/Business Owner,Below 3 Lakhs,Undergraduate,"Yes, very aware","Yes, once or twice",Personal collection/hobby,Once a week,Shipping damage,Somewhat important,Bid/Ask System,Somewhat important,Friends/Word of mouth,Afternoon (12 PM - 5 PM),Slow (weeks),Investment potential,5000-10000,5576,7694,3991,Below 1000,5-10%,Maybe,Somewhat likely,Probably yes,Within first month,Insurance on high-value items,Interested to see how this develops,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
146,2024-01-07 01:00:00,18-22,Female,Bangalore,Employed (Private Sector),Below 3 Lakhs,Graduate,"Yes, very aware","Yes, multiple times",Personal collection/hobby,Never,Trust in seller,Very important,Fixed Price Marketplace,Somewhat important,Online forums/communities,Morning (6 AM - 12 PM),Moderate (1-3 days),Price/Good deal,5000-10000,6034,3644,597,1000-3000,5-10%,"Yes, if interest-free",Definitely will use,"Yes, definitely",Immediately,EMI options for high-value items,"Looks promising, hope it launches soon",1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
147,2024-01-07 02:00:00,28-32,Male,Delhi/NCR,Employed (Private Sector),Below 3 Lakhs,Post-Graduate,Somewhat aware,"No, but interested",N/A,Once a month,High prices,Somewhat important,Bid/Ask System,Somewhat important,Social media,Night (9 PM - 12 AM),Quick (same day),Personal desire/passion,Never purchased,7145,2439,796,1000-3000,Less than 5%,"No, prefer full payment",Very likely,Probably yes,After 3-6 months,Wide variety of collectibles,Interested to see how this develops,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
148,2024-01-07 03:00:00,28-32,Male,Delhi/NCR,Student,3-6 Lakhs,Graduate,Somewhat aware,"No, but interested",N/A,Daily,Authenticity/Fake products,Very important,Bid/Ask System,Somewhat important,Friends/Word of mouth,Evening (5 PM - 9 PM),Impulsive (within minutes),Price/Good deal,Below 2000,1154,5455,1664,3000-5000,5-10%,"No, prefer full payment",Definitely will use,"Yes, definitely",Within first month,Mobile app with good UI/UX,No specific suggestions at this time,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
149,2024-01-07 04:00:00,18-22,Female,Tier 2 City,Employed (Private Sector),Below 3 Lakhs,Post-Graduate,Somewhat aware,"No, but interested",N/A,Rarely,Trust in seller,Very important,Fixed Price Marketplace,Not important,News websites,Evening (5 PM - 9 PM),Moderate (1-3 days),Rarity/Exclusivity,Never purchased,3960,13530,2348,1000-3000,Less than 5%,Maybe,Very likely,Probably yes,After 3-6 months,Lower transaction fees than competitors,Need strong anti-fraud measures,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
150,2024-01-07 05:00:00,23-27,Male,Mumbai,Employed (Private Sector),Below 3 Lakhs,Graduate,Heard about it but don't know much,"No, but interested",N/A,Once a week,Authenticity/Fake products,Extremely important,Live Auction,Very important,Social media,Evening (5 PM - 9 PM),Quick (same day),Price/Good deal,Never purchased,3601,5859,1185,Below 1000,5-10%,"Yes, if interest-free",Very likely,Not sure,Immediately,Expert authentication team,No specific suggestions at this time,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
151,2024-01-07 06:00:00,38-45,Male,Ahmedabad,Student,6-10 Lakhs,Graduate,Not aware at all,"No, not interested",N/A,Daily,Lack of return policy,Somewhat important,Live Auction,Neutral,Social media,Night (9 PM - 12 AM),Moderate (1-3 days),Rarity/Exclusivity,Never purchased,5347,7645,1741,3000-5000,Less than 5%,"Yes, if interest-free",Definitely won't use,Definitely no,After 6-12 months,Insurance on high-value items,Make sure customer service is responsive,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
152,2024-01-07 07:00:00,23-27,Female,Pune,Employed (Private Sector),Below 3 Lakhs,Undergraduate,Not aware at all,"No, not interested",N/A,Once a week,High prices,Extremely important,Bid/Ask System,Very important,Social media,Night (9 PM - 12 AM),Very slow (months),Price/Good deal,2000-5000,1721,3686,2423,1000-3000,5-10%,"Yes, if interest-free",Definitely won't use,Probably no,Probably never,Price tracking and alerts,"Looks promising, hope it launches soon",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0
153,2024-01-07 08:00:00,18-22,Male,Bangalore,Employed (Private Sector),6-10 Lakhs,Post-Graduate,"Yes, very aware","Yes, once or twice",Investment/resale value,Once a week,Authenticity/Fake products,Somewhat important,Bid/Ask System,Not important,Friends/Word of mouth,Night (9 PM - 12 AM),Impulsive (within minutes),Rarity/Exclusivity,2000-5000,12834,24751,3421,1000-3000,10-15%,"Yes, if interest-free",Very likely,Probably yes,After 3-6 months,Fast and secure delivery,Video authentication would be great,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0
154,2024-01-07 09:00:00,28-32,Male,Hyderabad,Self-Employed/Business Owner,Above 50 Lakhs,Graduate,Heard about it but don't know much,"No, not interested",N/A,Rarely,Authenticity/Fake products,Somewhat important,Hybrid,Very important,Retail stores,Night (9 PM - 12 AM),Quick (same day),Rarity/Exclusivity,Never purchased,23728,196060,11401,Below 1000,Less than 5%,"No, prefer full payment",Definitely won't use,Definitely no,After 6-12 months,EMI options for high-value items,Make sure customer service is responsive,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
155,2024-01-07 10:00:00,46+,Male,Bangalore,Other,6-10 Lakhs,Graduate,"Yes, very aware","Yes, once or twice",Investment/resale value,2-3 times a week,Authenticity/Fake products,Not very important,Bid/Ask System,Very important,Retail stores,Evening (5 PM - 9 PM),Moderate (1-3 days),Rarity/Exclusivity,2000-5000,4002,23901,7414,5000-10000,Less than 5%,"Yes, if interest-free",Very likely,Probably yes,Immediately,Wide variety of collectibles,Focus on user experience,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
156,2024-01-07 11:00:00,23-27,Female,Ahmedabad,Freelancer,15-25 Lakhs,Graduate,Somewhat aware,"No, but interested",N/A,Rarely,Payment security,Very important,Bid/Ask System,Somewhat important,Influencers/Celebrities,Evening (5 PM - 9 PM),Very slow (months),Personal desire/passion,5000-10000,6571,39544,7505,3000-5000,5-10%,"No, prefer full payment",Definitely will use,"Yes, definitely",Within first month,Community of verified collectors,Keep fees transparent and reasonable,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
157,2024-01-07 12:00:00,28-32,Male,Other Metro,Employed (Private Sector),6-10 Lakhs,Post-Graduate,Somewhat aware,"Yes, once or twice",Gift for someone,Once a month,Trust in seller,Very important,Fixed Price Marketplace,Somewhat important,Online forums/communities,Evening (5 PM - 9 PM),Slow (weeks),Investment potential,2000-5000,6167,12277,1839,10000-20000,5-10%,"Yes, definitely",Very likely,"Yes, definitely",Within first month,Price tracking and alerts,Pricing should be competitive,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
158,2024-01-07 13:00:00,33-37,Male,Bangalore,Employed (Private Sector),6-10 Lakhs,Undergraduate,"Yes, very aware","Yes, once or twice",Personal collection/hobby,Daily,Authenticity/Fake products,Somewhat important,Live Auction,Very important,Social media,Evening (5 PM - 9 PM),Slow (weeks),Rarity/Exclusivity,10000-25000,10760,10433,5926,1000-3000,5-10%,"Yes, definitely",Very likely,"Yes, definitely",Immediately,Price tracking and alerts,Pricing should be competitive,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
159,2024-01-07 14:00:00,23-27,Female,Delhi/NCR,Employed (Private Sector),Below 3 Lakhs,Post-Graduate,Somewhat aware,"No, but interested",N/A,Never,Shipping damage,Extremely important,Fixed Price Marketplace,Somewhat important,Influencers/Celebrities,Evening (5 PM - 9 PM),Quick (same day),Price/Good deal,Below 2000,1660,4354,4924,10000-20000,5-10%,"No, prefer full payment",Definitely will use,"Yes, definitely",Immediately,Guaranteed authenticity with certificate,No specific suggestions at this time,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0
160,2024-01-07 15:00:00,33-37,Female,Pune,Self-Employed/Business Owner,10-15 Lakhs,Undergraduate,Heard about it but don't know much,"Yes, once or twice",Social status/showing off,Once a week,Authenticity/Fake products,Very important,No preference,Somewhat important,Retail stores,Evening (5 PM - 9 PM),Very slow (months),Rarity/Exclusivity,2000-5000,5301,22528,6480,5000-10000,Less than 5%,Maybe,Definitely will use,Probably yes,Immediately,Lower transaction fees than competitors,Keep fees transparent and reasonable,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
161,2024-01-07 16:00:00,23-27,Male,Other Metro,Student,6-10 Lakhs,Graduate,"Yes, very aware","Yes, multiple times",Personal collection/hobby,2-3 times a week,High prices,Extremely important,Hybrid,Very important,Online forums/communities,Late night (12 AM - 6 AM),Impulsive (within minutes),Social proof,2000-5000,19184,20802,10234,3000-5000,Less than 5%,"Yes, if interest-free",Very likely,"Yes, definitely",Within first month,Wide variety of collectibles,Need more information about authentication process,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
162,2024-01-07 17:00:00,28-32,Male,Delhi/NCR,Employed (Private Sector),10-15 Lakhs,High School,Somewhat aware,"No, but interested",N/A,Once a week,Authenticity/Fake products,Very important,Fixed Price Marketplace,Somewhat important,Online forums/communities,Night (9 PM - 12 AM),Impulsive (within minutes),Resale value,Below 2000,8996,6512,4008,10000-20000,Less than 5%,"Yes, if interest-free",Definitely will use,"Yes, definitely",Immediately,Fast and secure delivery,Keep fees transparent and reasonable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
163,2024-01-07 18:00:00,28-32,Male,Pune,Self-Employed/Business Owner,Below 3 Lakhs,Graduate,Somewhat aware,"No, but interested",N/A,Rarely,Trust in seller,Extremely important,Bid/Ask System,Neutral,Influencers/Celebrities,Evening (5 PM - 9 PM),Slow (weeks),Resale value,2000-5000,7924,12004,2424,1000-3000,Less than 5%,"Yes, if interest-free",Definitely will use,"Yes, definitely",Immediately,Guaranteed authenticity with certificate,No specific suggestions at this time,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
164,2024-01-07 19:00:00,28-32,Female,Pune,Employed (Private Sector),Below 3 Lakhs,Graduate,Somewhat aware,"No, but interested",N/A,Once a week,Payment security,Extremely important,Hybrid,Neutral,Retail stores,Night (9 PM - 12 AM),Slow (weeks),Price/Good deal,Below 2000,6457,13373,1913,1000-3000,5-10%,Maybe,Definitely will use,"Yes, definitely",Immediately,Wide variety of collectibles,Video authentication would be great,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
165,2024-01-07 20:00:00,18-22,Male,Hyderabad,Employed (Private Sector),Below 3 Lakhs,Undergraduate,Somewhat aware,"Yes, once or twice",Investment/resale value,2-3 times a week,Payment security,Extremely important,Bid/Ask System,Neutral,Friends/Word of mouth,Afternoon (12 PM - 5 PM),Impulsive (within minutes),Rarity/Exclusivity,Below 2000,6323,8801,4659,Below 1000,0% (Not willing),"Yes, definitely",Very likely,Not sure,Within first month,Transparent pricing with no hidden charges,Partnership with authorized retailers would help,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
166,2024-01-07 21:00:00,33-37,Male,Mumbai,Employed (Private Sector),6-10 Lakhs,Graduate,"Yes, very aware","Yes, once or twice",Social status/showing off,2-3 times a week,Shipping damage,Extremely important,Live Auction,Neutral,Retail stores,Afternoon (12 PM - 5 PM),Impulsive (within minutes),Rarity/Exclusivity,10000-25000,8775,21877,5374,3000-5000,15-20%,Maybe,Definitely will use,Probably yes,Within first month,Price tracking and alerts,Would love to see rare collectibles,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
167,2024-01-07 22:00:00,23-27,Female,Hyderabad,Employed (Private Sector),Below 3 Lakhs,Post-Graduate,Somewhat aware,"Yes, multiple times",Personal collection/hobby,2-3 times a week,Lack of return policy,Very important,Live Auction,Somewhat important,Social media,Evening (5 PM - 9 PM),Impulsive (within minutes),Investment potential,Below 2000,1913,2195,2371,3000-5000,10-15%,Maybe,Very likely,"Yes, definitely",Immediately,EMI options for high-value items,Video authentication would be great,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1
168,2024-01-07 23:00:00,23-27,Female,Other Metro,Employed (Private Sector),3-6 Lakhs,Undergraduate,Somewhat aware,"Yes, once or twice",Personal collection/hobby,Rarely,Trust in seller,Extremely important,Bid/Ask System,Very important,Friends/Word of mouth,Evening (5 PM - 9 PM),Impulsive (within minutes),Social proof,2000-5000,5102,3639,798,5000-10000,10-15%,"No, prefer full payment",Very likely,Probably yes,Within first month,Wide variety of collectibles,"Good concept, execution will be key",1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0
169,2024-01-08 00:00:00,18-22,Male,Mumbai,Employed (Private Sector),6-10 Lakhs,Post-Graduate,"Yes, very aware","Yes, multiple times",Nostalgia,Once a week,Payment security,Very important,No preference,Very important,Friends/Word of mouth,Morning (6 AM - 12 PM),Quick (same day),Price/Good deal,10000-25000,17101,21730,6294,Below 1000,15-20%,"Yes, if interest-free",Definitely will use,"Yes, definitely",Immediately,Transparent pricing with no hidden charges,Need more information about authentication process,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
170,2024-01-08 01:00:00,28-32,Female,Delhi/NCR,Student,15-25 Lakhs,Graduate,"Yes, very aware","Yes, multiple times",Personal collection/hobby,2-3 times a week,Trust in seller,Extremely important,Bid/Ask System,Neutral,Social media,Night (9 PM - 12 AM),Very slow (months),Resale value,2000-5000,27577,67582,5952,1000-3000,Less than 5%,"Yes, definitely",Definitely will use,Probably no,Immediately,Guaranteed authenticity with certificate,Keep fees transparent and reasonable,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
171,2024-01-08 02:00:00,28-32,Male,Tier 2 City,Student,3-6 Lakhs,Graduate,Heard about it but don't know much,"Yes, once or twice",Gift for someone,2-3 times a week,High prices,Very important,Live Auction,Not important,Social media,Evening (5 PM - 9 PM),Moderate (1-3 days),Price/Good deal,5000-10000,1059,12836,893,Below 1000,10-15%,Maybe,Somewhat likely,Probably yes,Within first month,Insurance on high-value items,Would love to see rare collectibles,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
172,2024-01-08 03:00:00,18-22,Female,Delhi/NCR,Self-Employed/Business Owner,25-50 Lakhs,Undergraduate,Heard about it but don't know much,"No, but interested",N/A,Once a week,Authenticity/Fake products,Very important,Fixed Price Marketplace,Somewhat important,Social media,Evening (5 PM - 9 PM),Slow (weeks),Rarity/Exclusivity,Never purchased,28922,150814,44501,3000-5000,Less than 5%,"Yes, definitely",Definitely will use,"Yes, definitely",Immediately,Guaranteed authenticity with certificate,Make sure customer service is responsive,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
173,2024-01-08 04:00:00,28-32,Male,Ahmedabad,Employed (Private Sector),6-10 Lakhs,Undergraduate,Somewhat aware,"Yes, multiple times",Personal collection/hobby,Rarely,High prices,Very important,Hybrid,Very important,Online forums/communities,Morning (6 AM - 12 PM),Slow (weeks),Social proof,10000-25000,9486,5632,11827,Below 1000,0% (Not willing),"Yes, if interest-free",Very likely,Probably yes,After 3-6 months,Better prices than international platforms,Need strong anti-fraud measures,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
174,2024-01-08 05:00:00,23-27,Male,Bangalore,Employed (Private Sector),3-6 Lakhs,Undergraduate,Somewhat aware,"Yes, once or twice",Gift for someone,Once a week,Authenticity/Fake products,Very important,Hybrid,Very important,News websites,Afternoon (12 PM - 5 PM),Moderate (1-3 days),Resale value,Below 2000,1156,2209,2434,10000-20000,10-15%,"Yes, definitely",Definitely will use,Probably yes,Immediately,Guaranteed authenticity with certificate,"Looks promising, hope it launches soon",0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
175,2024-01-08 06:00:00,28-32,Female,Delhi/NCR,Employed (Private Sector),3-6 Lakhs,Undergraduate,Somewhat aware,"No, but interested",N/A,Never,Lack of return policy,Extremely important,Bid/Ask System,Somewhat important,Random browsing,Night (9 PM - 12 AM),Slow (weeks),Rarity/Exclusivity,Never purchased,1441,12258,1559,1000-3000,0% (Not willing),"Yes, if interest-free",Definitely will use,"Yes, definitely",Within first month,Expert authentication team,Video authentication would be great,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
176,2024-01-08 07:00:00,23-27,Male,Ahmedabad,Freelancer,6-10 Lakhs,Undergraduate,Not aware at all,"No, but interested",N/A,Once a week,High prices,Somewhat important,Bid/Ask System,Somewhat important,Social media,Evening (5 PM - 9 PM),Moderate (1-3 days),Price/Good deal,Below 2000,3203,6822,9577,1000-3000,More than 20%,"Yes, definitely",Not likely,Probably no,Within first month,Wide variety of collectibles,Interested to see how this develops,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0
177,2024-01-08 08:00:00,28-32,Male,Bangalore,Employed (Private Sector),25-50 Lakhs,Graduate,Heard about it but don't know much,"No, but interested",N/A,2-3 times a week,Lack of return policy,Extremely important,Live Auction,Very important,Online forums/communities,Late night (12 AM - 6 AM),Quick (same day),Personal desire/passion,Never purchased,66427,247009,46593,5000-10000,5-10%,"Yes, if interest-free",Very likely,"Yes, definitely",Immediately,Verified seller ratings,Pricing should be competitive,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
